IssueKey,FixCommitId,ParentCommitId,FixedFilePath,BlamedFilePath,BugIntroducingCommitId,BlamedLineCount
"OPENJPA-1588","43c4cff942f56fafcfeda67d7a0a25349066b90c","148db96a8cea463537ffa4a530694e45de5820bf","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAProperties.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAProperties.java","faf2966816c2f6252546b519eb39f4077c1713f2",1
"OPENJPA-1596","53dddbeb8f0468a1f0728cd3e08a7d9d9cd1c701","c4e1b1b339ce41b8b40687efe9e36cc0156c60bd","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java","fadd48fe5b68577a3a75d86fb7e51746d6662c3b",1
"OPENJPA-1596","aef5474423cb4f981da16c4534cb3117bb46777d","90355300bbec7ad38404dee8b25e3a4eb017e5aa","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java","fadd48fe5b68577a3a75d86fb7e51746d6662c3b",1
"OPENJPA-1597","0df0c0142ff78f73934a03cdbc4655eeebbc0bc7","8579593f885360d74cf4d7d9cdbf7f5af3ebbbc3","openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java","openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java","4f9de8e360c8fcb2dda9100c01b2761a3ec21f5c",2
"OPENJPA-1597","0df0c0142ff78f73934a03cdbc4655eeebbc0bc7","8579593f885360d74cf4d7d9cdbf7f5af3ebbbc3","openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java","openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java","773eefc3135294aa18d1122483e8a1d1b82f0c53",7
"OPENJPA-1597","371a31a41a78267170b4af8958578d291e074d5d","3df86b0e95cf008678785f5dd8671ab1154dad1c","openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java","openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java","773eefc3135294aa18d1122483e8a1d1b82f0c53",3
"OPENJPA-1597","3df86b0e95cf008678785f5dd8671ab1154dad1c","cb0ca8f009a53d1856ec082674b35714c355407f","openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachManager.java","openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachManager.java","a99ea6218f5898e37e8a6965f812976bd3362b7e",1
"OPENJPA-1597","3df86b0e95cf008678785f5dd8671ab1154dad1c","cb0ca8f009a53d1856ec082674b35714c355407f","openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachManager.java","openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachManager.java","b9a230567ec725cd06f5c0db326572907f42ea52",2
"OPENJPA-1597","a9648ec87e0414f0b27cf43fd562d85864c8f48f","9a75bfe59d777f068a59e6ebe01168f0a08b32d5","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractSQLServerDictionary.java","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractSQLServerDictionary.java","d47e1d1f1896a0b72cdd7775335cb2529bd3207f",1
"OPENJPA-1597","c0ad7b61a7ad75b66b312e1c518390862d88b4a4","0010c931cf1aca125dfba3e1b581acdce934e1cf","openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java","openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java","4f9de8e360c8fcb2dda9100c01b2761a3ec21f5c",9
