IssueKey,FixCommitId,Status,EvidenceRows,FixedFiles,BugIntroducingCommits,BlamedLines,SameIssueFixRowsSkipped,SameIssueFixBlamedLinesSkipped
"OPENJPA-421","2f2e39991d5c6485183d03c3d1051f4fb5ce0ee9",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-422","ddd0791346cfdce3612e60608d35e5c952deb898",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-423","80d2c39020e4aa201d1bc066db6d97044863e1a1",EVIDENCE,4,3,3,6,0,0
"OPENJPA-427","4a8d0b798b2b292f9a8a5c234dd446b566cb7274",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-428","4f930b1c29d0dc2502e640e97ea5c0bce03b8086",EVIDENCE,1,1,1,4,0,0
"OPENJPA-437","2a45dc5929232f897d20240d2891836dabff020d",EVIDENCE,1,1,1,4,1,7
"OPENJPA-437","37c4e9148a7c6246c339a8b87285b686a8d812ae",EVIDENCE,1,1,1,1,1,1
"OPENJPA-437","78f5a95b2b21290f26e467de86bc97db483ee52c",EVIDENCE,2,1,2,2,1,1
"OPENJPA-437","7f797f0226382b919e7353060d108d9e519e90dc",EVIDENCE,1,1,1,2,0,0
"OPENJPA-437","badc4b924fb4f3632b2d74439b9ee0b5904ef962",NO_EVIDENCE,0,0,0,0,2,2
"OPENJPA-439","80269d0f1932a57779128c7c3c9432a646bebd94",EVIDENCE,4,1,4,23,0,0
"OPENJPA-44","9174b3f1742e0d17eeaa874690cf2dca2752b97d",EVIDENCE,2,1,2,5,0,0
"OPENJPA-442","016f0bf61ecbfcacbbfe94a7bf5f3754440f7245",EVIDENCE,1,1,1,1,0,0
"OPENJPA-442","a35b53b27f1ad9b72ac2ae715031f5dfccd9b1e9",EVIDENCE,1,1,1,2,0,0
"OPENJPA-446","e1dccc1872e9fa517851e54dccd5d6e264c5caba",EVIDENCE,1,1,1,1,0,0
"OPENJPA-447","d4e978f5aeb420aa295a166e0f35770e5b181932",EVIDENCE,5,5,2,5,0,0
"OPENJPA-455","55720f220bb769a21cb3161f240a9f7937d27dd6",EVIDENCE,1,1,1,12,0,0
"OPENJPA-456","45eb530812221b3e2b0a4d095a703ea4b95a6f2a",EVIDENCE,1,1,1,2,0,0
"OPENJPA-456","e503930afa3b607e55818d38f11ff9205553807a",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-458","2ed656a2a0bdf6bc719fab7d7870974fbe8b1fbc",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-458","a8e0dc180e8b360c4e72eca7c131b2826eceaedd",EVIDENCE,7,4,4,92,0,0
"OPENJPA-459","123e0b61202ec1cfd6632736954bd80d65d3f8b3",NO_EVIDENCE,0,0,0,0,1,9
"OPENJPA-459","70fc46f93eab6364e8062cc857ae27dafbc3449f",EVIDENCE,1,1,1,1,0,0
"OPENJPA-460","d3fb4cabf89d9c80054a481cc6679158be665402",EVIDENCE,1,1,1,1,0,0
"OPENJPA-462","38f41d870ee28de236a4bde5fa5331c04771eebf",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-462","a54f84262450b1cafe497ed0b058f1e9bd5f31bc",EVIDENCE,2,2,1,5,0,0
"OPENJPA-464","81cb7e17f98946e4455e055f075d958900c2f576",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-464","8d18daabd722e39dae258ab33f74c561b4965496",EVIDENCE,1,1,1,1,0,0
"OPENJPA-466","13819e01f7d57a59ebc945e4bd33b4b4882863bf",EVIDENCE,1,1,1,2,1,3
"OPENJPA-466","47173558ef9f0a570e931c2d6d1e395f4bbf688d",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-466","679989fd16a96bd9f94c0a68face0374dfaa2b44",EVIDENCE,1,1,1,1,0,0
"OPENJPA-470","ab88266f2aa9f0a95baa64f264efeb3ff79665b2",EVIDENCE,3,1,3,3,0,0
"OPENJPA-471","0d3bc96fcb3ce692bf088c5cab91cfa309013a32",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-481","d4a2929a579f5a484ee5893330bb88cc64464aa0",EVIDENCE,19,11,10,52,0,0
"OPENJPA-484","6bb87e620310fbd6be0493485dca9e9bc910985c",EVIDENCE,2,2,1,3,0,0
"OPENJPA-485","8cb82a6f330d3fb6032750fc94236ffaa43ad01a",EVIDENCE,1,1,1,1,0,0
"OPENJPA-485","b683569de095f7e9d24606816f5d09d88e12f3e2",EVIDENCE,1,1,1,9,1,2
"OPENJPA-489","206f0f04e1d6d28b7a1a8c7166bf7e5e366b5dde",NO_EVIDENCE,0,0,0,0,1,3
"OPENJPA-489","8c4cf9511edfc1a505ae639204b14f06a12ce739",EVIDENCE,10,8,4,106,0,0
"OPENJPA-495","240d356314bb8662101ac87c1e2e97ebf829c4b2",EVIDENCE,1,1,1,1,0,0
"OPENJPA-497","45651cee86e2b0fd09d9ba131c25b5f668c0412d",EVIDENCE,18,1,18,532,0,0
"OPENJPA-497","b683569de095f7e9d24606816f5d09d88e12f3e2",EVIDENCE,1,1,1,2,1,9
"OPENJPA-498","92d1334e52ad95bc637260eb60b32b03598e61b8",EVIDENCE,1,1,1,2,0,0
"OPENJPA-505","0b4ce34920fbf2fb358447bd1aa209d03098b8f3",EVIDENCE,1,1,1,2,0,0
"OPENJPA-505","70f3a94b36c3fc63924dd0748513023fd8372faa",EVIDENCE,1,1,1,1,1,7
"OPENJPA-506","3f439edc57637940063ce9c72a1c528587e165ff",EVIDENCE,1,1,1,4,0,0
"OPENJPA-506","a747db9443a0408c58221d36ce9c6103e8010be2",EVIDENCE,4,4,4,11,0,0
"OPENJPA-508","18c90bbd0be9031ca3f32f0f19c2c48221c3834f",EVIDENCE,1,1,1,2,0,0
"OPENJPA-509","024faa31d75a55a619b1e59ff40b7523c24c4c84",EVIDENCE,1,1,1,1,0,0
"OPENJPA-51","23beb964c591d2c6dac0a3f3b7828fcfcfcc67b8",NO_EVIDENCE,0,0,0,0,2,28
"OPENJPA-51","89695ec253f59efcafe9aafb2d14afb6f6fc2edb",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-51","a044af3287e0ec164de9d0b6841998369860045f",NO_EVIDENCE,0,0,0,0,1,3
"OPENJPA-51","b2812a4cce25e17a52519036f3a7a66298a4d1ef",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-51","be91d228c537529c5bb7a9681a083b2e422ce0e5",NO_EVIDENCE,0,0,0,0,1,7
"OPENJPA-51","d5d214c1821cb78f4bf644cf0c1fe2d5cb092f69",EVIDENCE,1,1,1,7,0,0
"OPENJPA-511","0033a6b3d97a468fe7c08a6cb46a66fdd57a0da3",EVIDENCE,2,2,2,3,0,0
"OPENJPA-516","caa400cbb335869941d547038008b23f6a7769d5",EVIDENCE,1,1,1,1,0,0
"OPENJPA-518","ec7bd83e1afb1f08ff8f809331526c5186f61b62",EVIDENCE,2,1,2,3,0,0
"OPENJPA-525","56ae0ae6ae48cd07156cb6c9e4048ad62df823cd",EVIDENCE,2,2,1,6,1,4
"OPENJPA-525","6303e9a753e205f16612bcd92ee7685446d849c9",EVIDENCE,1,1,1,3,1,2
"OPENJPA-525","636bd5f2135cfeb387e7a534f2e134eb58be16b9",EVIDENCE,1,1,1,1,0,0
"OPENJPA-526","833520766fb60b735687ad60f1564c76d04edf1c",EVIDENCE,4,4,2,4,0,0
"OPENJPA-528","831bd55051cccfaad51dde9923e19584d236062f",EVIDENCE,3,2,3,5,1,1
"OPENJPA-528","a4600fbe98636abf2f72904852008ea09b8793bc",EVIDENCE,2,1,2,2,0,0
"OPENJPA-528","ca9828726d333c043d4a3a97d5276f97591077c2",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-530","64402ea7daab354dbffa85e029dc7df739c1df66",EVIDENCE,7,4,6,213,0,0
"OPENJPA-530","f67ace749ae8e55cd9dc85b5c989353ea4b05899",EVIDENCE,1,1,1,1,0,0
"OPENJPA-532","ba5d11b43b0d6182812998c347a94d4af768c6fe",EVIDENCE,1,1,1,10,0,0
"OPENJPA-533","f62ea1ab0d2922377368ca5d31bbcbea57ecbc3c",EVIDENCE,3,3,2,3,0,0
"OPENJPA-535","d93ac261adc022453b16d2879805057fd6205773",EVIDENCE,2,2,2,4,0,0
"OPENJPA-536","18a3db781b0e3275f83f9cd4b014c06f8f43af47",EVIDENCE,8,7,6,35,1,21
"OPENJPA-536","999ce2e670eef2def0a0b89f4bb62dbe74b6a4fa",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-539","57ca9afbdd20903f4fab7d14f876f34d6f911e85",EVIDENCE,2,2,1,2,0,0
"OPENJPA-540","6af619cd891e793efe4c239f4e4815b89d119d49",EVIDENCE,1,1,1,9,0,0
"OPENJPA-542","2d0a3c91578d9994dca0204abcb463e9fa548828",EVIDENCE,1,1,1,4,0,0
"OPENJPA-542","fe45f77f038d058b28c4b667cf91e4e13161489f",EVIDENCE,2,2,2,4,1,2
"OPENJPA-543","9dadffffc19228783088509e22c2d42181d02295",EVIDENCE,3,1,3,5,0,0
"OPENJPA-547","50b81e6d7706d8f28aab8110086b1d7f114c1b45",EVIDENCE,4,3,3,8,0,0
"OPENJPA-552","ee8155bb60ddfdc94e94b8973455c599072a6c27",EVIDENCE,1,1,1,6,0,0
"OPENJPA-554","9c19356c7c2b5690c8b487b4ee05ba92297847c4",EVIDENCE,3,2,2,4,0,0
"OPENJPA-557","fb7ab1908bfb6afe560f094ab70b9de860280ed0",EVIDENCE,1,1,1,2,0,0
"OPENJPA-559","1b5aac791d776726ada8fdc6b39ec71d13262f3e",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-559","8c756bf65566e8ed69794a03c10716b1c3d83350",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-562","18a3db781b0e3275f83f9cd4b014c06f8f43af47",EVIDENCE,9,7,7,56,0,0
"OPENJPA-565","5196ae0bc27d4d50ef468aa9b5334155c89a8dcb",EVIDENCE,1,1,1,2,0,0
"OPENJPA-567","d78e76aa5addbfdfa92fa5fc93142c325c250ab1",EVIDENCE,1,1,1,1,0,0
"OPENJPA-574","72df500c6e4eb583bfc5dd826c7c343a800b8be2",EVIDENCE,1,1,1,3,2,4
"OPENJPA-574","93e15d846c2338b979d8a08408bce95c31c4598f",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-574","956065baa001a4c69149d666566e9343d173b4c7",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-574","b585833c0c69866d50fbc8edb441ae2364a50df6",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-574","b796e1710f4572bee7e20f8e7c2851205ddbb8b2",EVIDENCE,1,1,1,4,0,0
"OPENJPA-574","dcada1323742967f4e066cc88ac1d9ed46f16102",EVIDENCE,1,1,1,1,0,0
"OPENJPA-576","18a3db781b0e3275f83f9cd4b014c06f8f43af47",EVIDENCE,9,7,7,56,0,0
"OPENJPA-577","18a3db781b0e3275f83f9cd4b014c06f8f43af47",EVIDENCE,9,7,7,56,0,0
"OPENJPA-579","547438ed18be883a33b5b8175ca0e72a8225c64c",EVIDENCE,4,4,3,6,0,0
"OPENJPA-580","ea9378fc9646f9fe771ace35fc2d8cbb0d88bc56",EVIDENCE,1,1,1,2,0,0
"OPENJPA-581","37cb4af35de27c75ac6f5acffaed0f1ba82cc12f",EVIDENCE,4,2,4,6,0,0
"OPENJPA-585","547438ed18be883a33b5b8175ca0e72a8225c64c",EVIDENCE,4,4,3,6,0,0
"OPENJPA-586","33e094c6f1aa4e900bd5a149f8b1d718640d9c1b",EVIDENCE,1,1,1,1,0,0
"OPENJPA-587","547438ed18be883a33b5b8175ca0e72a8225c64c",EVIDENCE,4,4,3,6,0,0
"OPENJPA-588","547438ed18be883a33b5b8175ca0e72a8225c64c",EVIDENCE,4,4,3,6,0,0
"OPENJPA-589","31870894320c738e8d7776382892305d9b99b94d",EVIDENCE,1,1,1,7,0,0
"OPENJPA-590","63850bed0bf56ae1a6527cdf8efc8890cbeadbef",EVIDENCE,2,2,2,2,0,0
"OPENJPA-590","efcc2577a608e944098c4aa727f4d4b0f5867585",EVIDENCE,2,2,2,5,0,0
"OPENJPA-594","df0902d4cf600a5abf4172fa86e5b4d397e7aa6a",EVIDENCE,1,1,1,3,0,0
"OPENJPA-595","01e08029e93ceb75f24297fc3471f3afe299620d",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-595","3f9dcdbb761fa29847e028db7cc6309966028659",EVIDENCE,2,1,2,2,0,0
"OPENJPA-596","b3f87ba1ec0288c6b6dabf2c15c2a8c5c66f9cc9",EVIDENCE,1,1,1,1,0,0
"OPENJPA-597","629977fb1c2a25ba7ce2dd38fe0062866f73b48f",EVIDENCE,1,1,1,2,0,0
"OPENJPA-60","7baaaf4b760248e0e5fdf63903b00f15a4485f78",EVIDENCE,1,1,1,6,0,0
"OPENJPA-602","63c48992274fce84b2c08bf8bbe6df024736557c",EVIDENCE,1,1,1,3,0,0
"OPENJPA-605","99a69bef3315bc0434be8a54281b3f1802fbe6f8",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-605","b2bd03567df6a5f3b936f65288bd84df9ebeca97",EVIDENCE,1,1,1,1,1,14
"OPENJPA-606","689eec175b9b0743785fec5db31cada6bd1fea59",EVIDENCE,3,1,3,8,0,0
"OPENJPA-606","81fc3ab6051257667d115e120de98ed650d4d54d",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-606","8a56c75597fbc4d7ff1291e1a7ab9947053b6180",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-607","47f681a7b504c0a5ebed6e7bce44bcd1f7d236ae",EVIDENCE,5,4,2,19,0,0
"OPENJPA-61","e65f53b43de6707db3515c17daa40a9103a558aa",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-612","dbbd1236f235a86f672b3f21bedaf2ee5672b34c",EVIDENCE,29,5,16,1171,0,0
"OPENJPA-612","faa0f26cddae6869271257634c6b5b74689fc345",EVIDENCE,7,7,1,7,1,83
"OPENJPA-614","2d217257d9a6e169d8ea1aea9e2f906192d16784",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-617","48b1fb5a370ea5969116332cb486c95e4934c77d",EVIDENCE,4,4,3,4,0,0
"OPENJPA-617","93417f99e370124cf2e4dfc5a8988b14ae061eaf",EVIDENCE,4,3,4,14,0,0
"OPENJPA-617","d1aa6a2c48ad00711befb7d237a435ddd1c3973a",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-622","8a80d753a31e71ce07f24e7069b7ff5e71e30c03",EVIDENCE,5,3,4,29,0,0
"OPENJPA-625","e00c6e8f80434fd07b1dd438780cb3d964303392",EVIDENCE,1,1,1,2,0,0
"OPENJPA-628","e41e1dd9761c718861e69afd2c44e85da02daa7d",EVIDENCE,1,1,1,5,0,0
"OPENJPA-629","a4d905f3455ee6b6f2a594baf1961cc73234fffe",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-629","ffbc73ffa6d85735666fd0ec98ae30f418d42d93",EVIDENCE,1,1,1,1,0,0
"OPENJPA-630","110e3ff4b02aa1482d3f0e931539bbf616b006bc",EVIDENCE,1,1,1,1,0,0
"OPENJPA-634","1aa44030d62809dd419f94f4d48dc353ee135952",EVIDENCE,1,1,1,7,0,0
"OPENJPA-634","514a4bb907c5e6bbab34a758008240347ef11830",NO_EVIDENCE,0,0,0,0,2,14
"OPENJPA-634","545c6732c887dc77040eff00fc0dad89312d6729",NO_EVIDENCE,0,0,0,0,2,2
"OPENJPA-634","d965db72710b34fb1547dc616caedaaf75af565e",EVIDENCE,3,3,1,7,0,0
"OPENJPA-637","82e61ba0d578fba28ae987cafdc29e3b211a45f7",EVIDENCE,2,1,2,6,0,0
"OPENJPA-642","976a5e1faf9df64b40ede8586c345def1454cf4e",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-644","e3dbdac15947253e9073840e3759603e82380188",EVIDENCE,1,1,1,11,0,0
"OPENJPA-645","2b3f7ec90c3a834917232f4cdf27d00d0f62905a",EVIDENCE,3,3,3,8,0,0
"OPENJPA-646","079aa06091a9337a1f5087f904c332d590659c82",EVIDENCE,1,1,1,1,0,0
"OPENJPA-647","13e48971736a7727f65293895c175ef992c30d1e",EVIDENCE,4,2,3,12,1,1
"OPENJPA-647","1ad09239b378a4c495a8a35cd61cda8b807b22d0",EVIDENCE,1,1,1,1,0,0
"OPENJPA-653","c7a906314641bc2a3f7d997422028686938c1d55",EVIDENCE,1,1,1,1,0,0
"OPENJPA-656","026c96d5138612108237ed46c9b015006ecdf5ce",EVIDENCE,1,1,1,4,2,10
"OPENJPA-656","85b0b0b45b143f28ba4422107708f77aa710b160",NO_EVIDENCE,0,0,0,0,2,7
"OPENJPA-656","cc85528f693f18b625aa6bfc94c19583028e4582",EVIDENCE,2,2,2,2,0,0
"OPENJPA-657","07919b9becd533a113949dce397a2d6ba1879f69",EVIDENCE,1,1,1,2,0,0
"OPENJPA-659","434319cfee6140b6eac8cc136f039de50de59b83",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-660","b4c557d0c052726037f32430f038d059fc9aceaf",EVIDENCE,1,1,1,2,0,0
"OPENJPA-662","c7e78fc80dc0a37f48de261b67f4ccba50338c5e",EVIDENCE,4,4,1,8,0,0
"OPENJPA-664","315cc2d1555925da6f62b808976792676ec2bcea",EVIDENCE,3,2,2,9,0,0
"OPENJPA-665","1111ee16ff9fdb72c7e5d12dd0afad6ddda2be5c",EVIDENCE,1,1,1,1,0,0
"OPENJPA-665","3b00de3b261f4b0dd28b8da7500c7b81dad2d132",EVIDENCE,2,2,1,15,0,0
"OPENJPA-669","191f26d72d58b992ee7a6f82c6973681a3bdc275",EVIDENCE,1,1,1,1,0,0
"OPENJPA-67","753468d8a19f1c6dcac94ea3fd12ed30791d6fab",EVIDENCE,1,1,1,1,0,0
"OPENJPA-670","68f051fccf0e33e1a822f7741efec3f0602ddf4f",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-674","e97d6d15985fa8f0100ee1e4931e5337ed497d65",EVIDENCE,5,1,5,24,0,0
"OPENJPA-676","62a6555c8975a950294cf681ef27eed1a0cb61d9",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-676","b53a58f948719d8299a91584966bf2381701004e",NO_EVIDENCE,0,0,0,0,2,7
"OPENJPA-676","ce3f368ab0b7e56515803e55a399dc3f94e0f0b4",EVIDENCE,3,1,3,3,0,0
"OPENJPA-677","237c092ebb1dd885954e4a93c476ff70554c7bf2",EVIDENCE,2,1,2,2,1,3
"OPENJPA-677","9ebfe800a5cffc4116d0fa3023d8427d6a1a63bb",EVIDENCE,1,1,1,1,0,0
"OPENJPA-678","fd15719a4ba9863172ed7a8286662caf2b7f9e21",EVIDENCE,3,2,3,16,0,0
"OPENJPA-678","ff93b1d6e693df0e93c441ee68788f8d206515e4",EVIDENCE,2,1,2,14,0,0
"OPENJPA-679","ab9d17f12e6e5bc2b784d7f4e5b4d45b47aac9b6",EVIDENCE,1,1,1,1,1,14
"OPENJPA-679","f4845dae9b5767ea7fb4a26c631c4b28b0c49243",EVIDENCE,3,1,3,15,0,0
"OPENJPA-68","ba1d28973531251d4b3c74cab8c1321cf0e74347",EVIDENCE,2,2,2,2,0,0
"OPENJPA-680","031f525d4f15b930340fed274ac4f4f8ff7c67f4",EVIDENCE,3,3,3,4,0,0
"OPENJPA-680","352d799756bfed3eae503285fdd694d716b6405e",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-680","404cbbf99bad44d769250020bc38a2f499d152ea",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-680","4668ea4e7792f624f48a7c6c275eb2f5f05998bc",EVIDENCE,1,1,1,1,0,0
"OPENJPA-692","6dbe8a9e57ee2a66d2b760e4114761332ada00f3",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-692","ffb59c35fcd7b8d6adf658bc794bcaff465ced32",EVIDENCE,1,1,1,1,1,3
"OPENJPA-693","aae12606650335c92930c6a369d799828bbae058",EVIDENCE,6,6,2,13,0,0
"OPENJPA-696","8cb451d1dfefe4f4d67332cd055310cf29b0b3a8",EVIDENCE,4,2,3,7,0,0
"OPENJPA-697","62c0cba64bab3d23a4d59bd70e97910d0fed5322",EVIDENCE,3,3,1,3,3,7
"OPENJPA-697","939b122c09432e54083d751469c56ad48aff9fb6",EVIDENCE,2,1,2,3,3,16
"OPENJPA-697","aa1516f04b61ae6c10253ef06b853970e1efe5fb",EVIDENCE,3,3,1,19,1,10
"OPENJPA-697","f0126e921f716ce057b9f72e52868dae0b323a48",EVIDENCE,5,3,3,64,0,0
"OPENJPA-698","04c292c761a2fa8563dc66bea702ed381e910cec",EVIDENCE,2,2,1,4,0,0
"OPENJPA-699","8fc909c19cbbf27f1b2e5168a6b2dadd40024f95",EVIDENCE,5,1,5,88,0,0
"OPENJPA-70","0a96982e61dadc190d809790e41da922ba715bfb",EVIDENCE,1,1,1,1,0,0
"OPENJPA-70","5c4a8c7e73e3997f69969f0ae0315dee57bc0a26",EVIDENCE,2,2,2,7,1,6
"OPENJPA-700","322689a573483d14cdd807b5881f707a1ff8a3f9",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-705","42f2f394fbadb894079389c4e69cb0193a4beb94",EVIDENCE,1,1,1,3,0,0
"OPENJPA-71","0b90c67a8bb2932037c4311e8afb7d85a6c3902e",EVIDENCE,3,2,3,17,0,0
"OPENJPA-710","a60fab2d7eef3c7cad40ca7c598e1f90ec2c01ad",EVIDENCE,1,1,1,1,0,0
"OPENJPA-714","40f017a2e99211101f25fe3d6faafdef38d780a8",EVIDENCE,3,1,3,7,0,0
"OPENJPA-715","8e6db6cb65c2acca6812b30f56e56ff48000a02f",EVIDENCE,3,3,3,3,0,0
"OPENJPA-719","07c6b1e5ddce7069c8bab7149ecf0a365a43bd88",EVIDENCE,2,2,2,4,0,0
"OPENJPA-731","baa01d79dd0a9f35195ce46828b3f38e3faf93d5",EVIDENCE,3,1,3,5,0,0
"OPENJPA-732","50ff3ed6933dbd115dfc9d84551b3613ec6f29ed",NO_EVIDENCE,0,0,0,0,1,16
"OPENJPA-732","99dc9d8a66d0b127174e6e25913311ea3cc9d5ad",NO_EVIDENCE,0,0,0,0,1,16
"OPENJPA-732","f0ad75d7fdfbe0deb4beb660e839123529082bc7",EVIDENCE,1,1,1,16,0,0
"OPENJPA-733","ab424921005d872958cae6583a44af1e089b65d1",EVIDENCE,41,1,41,3258,0,0
"OPENJPA-74","b4077bd6a64f73fd28c210f265d5ef8b089199dd",EVIDENCE,1,1,1,2,0,0
"OPENJPA-740","1873fcd3685125c77025e0015ea0dbfbc4fc2818",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-740","82694335ddfd450d60b34744a5345bebd99d992e",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-745","1e4aa60859d0a2a6ef90ab1d6c56dfb90ea7805b",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-745","703a2b9b600817f96ed3d7ba1024fabf50184dc9",EVIDENCE,2,2,1,3,3,10
"OPENJPA-745","ac40fde3f1bded71a16c8c5dd4846d81f1dc9ea5",EVIDENCE,1,1,1,1,1,1
"OPENJPA-75","b29b9b6c7619e5785d80769881a16a95503bf79c",EVIDENCE,1,1,1,2,0,0
"OPENJPA-750","044764a395220342b5843c2ffebd7197baa04b4f",NO_EVIDENCE,0,0,0,0,1,14
"OPENJPA-750","703a2b9b600817f96ed3d7ba1024fabf50184dc9",EVIDENCE,5,3,3,13,0,0
"OPENJPA-750","c49f0e17d6b1f02970acd15dee527b25784d01e1",EVIDENCE,1,1,1,2,0,0
"OPENJPA-755","54d4d0d07d5405670c84823ee2701f497f384538",EVIDENCE,1,1,1,1,0,0
"OPENJPA-755","5550d8dbb53e2b5bbff4dddac060a93c33d7ceff",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-76","05f7fac8637ae3f5c524e1aaf35ebd4f09798db8",EVIDENCE,3,1,3,414,0,0
"OPENJPA-761","f55dff2069f4a1dc2f27d7e5a9dd126bcc5a2d67",EVIDENCE,1,1,1,2,0,0
"OPENJPA-762","7e24608f524188e5b019777d85d01a2b4dd62d9a",EVIDENCE,1,1,1,1,0,0
"OPENJPA-77","6cb121e192041b65410fa2af968921c908b14d14",EVIDENCE,1,1,1,4,0,0
"OPENJPA-774","68d48f948e8bf1f47648179fe0680040d1f23b1f",EVIDENCE,2,1,2,2,0,0
"OPENJPA-787","3f47c13c68f439f274c735862184cfb19c37b151",EVIDENCE,3,3,1,248,0,0
"OPENJPA-792","9946b6c19bb6445d8b975d2bb734329777cf7ec5",EVIDENCE,2,1,2,3,0,0
"OPENJPA-795","569641f0950e01c8abbaff6e23e2739a8a2f2c9a",EVIDENCE,2,1,2,8,0,0
"OPENJPA-799","3f47c13c68f439f274c735862184cfb19c37b151",EVIDENCE,3,3,1,248,0,0
"OPENJPA-80","1af233a0b3b7ad19ed14aa1b0a297269f7905e97",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-801","62e1deae8f372545fc7c95d9bdd986886f3d7db4",EVIDENCE,3,2,3,4,0,0
"OPENJPA-811","ef7f18f30c168b1cb4b046bfde99ac23cd9ba934",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-812","5bf35c3a409e2f4940b32ed8ea2ed419de4f6015",EVIDENCE,1,1,1,1,0,0
"OPENJPA-815","55b1fa6cd377b1e15ffff6b8b65eb94c241e02a5",EVIDENCE,1,1,1,3,0,0
"OPENJPA-819","04900fe85c90b86e0becb5b2cb59ba4d08ae4cf8",EVIDENCE,1,1,1,2,0,0
"OPENJPA-821","57d329d3c55c3805465df3299e37deaf144dfc02",EVIDENCE,1,1,1,1,0,0
"OPENJPA-825","0f7f03d8b0bfcfa33fb3bed73597af731e86cfef",EVIDENCE,4,3,4,12,1,1
"OPENJPA-825","4d28f28b20ee8300fe6c68c914e1f0b2e0974c24",EVIDENCE,3,2,2,99,1,9
"OPENJPA-825","574d559860c58a74aead153305aef6dfc44a2fbd",EVIDENCE,15,6,12,139,5,111
"OPENJPA-825","75cf4c522f41e6dfcbac89a2905498085d7f728e",EVIDENCE,7,5,3,51,4,79
"OPENJPA-825","9c8b2d2cd844ecc73081c3baf281b13abd178843",EVIDENCE,8,3,5,86,0,0
"OPENJPA-828","548ccbcf959025988fc9ee517ba1a0ef983ee449",EVIDENCE,1,1,1,2,0,0
"OPENJPA-835","0500645b7a753dbf287c81b6bda473165b1ccc44",EVIDENCE,1,1,1,1,0,0
"OPENJPA-836","1583426e01c38dd65d255a2eeb52cca475975fb7",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-838","6ff7d9a922d1b3f61fa2363529622e69f1d82b9d",EVIDENCE,5,2,4,129,0,0
"OPENJPA-843","9ab2dd6c4ab1da7438f6f0265d876fa8bf4135e4",EVIDENCE,4,1,4,8,0,0
"OPENJPA-845","94efd58dd9e258e2de7436c767f179e136c49dfe",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-847","e80110bdd1029dc03dd3ff422c98458daf451478",EVIDENCE,1,1,1,19,0,0
"OPENJPA-853","2309a59df503eafd89ecaa334d4964d0ea34b605",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-859","4c6ecef1ba10438268154d33c16520588f574fbb",NO_EVIDENCE,0,0,0,0,1,19
"OPENJPA-859","5d793884e63d62b5f88705173083cb0ee0603485",NO_EVIDENCE,0,0,0,0,1,6
"OPENJPA-859","7a46717616e9f908df95bcff48dff7e6b29af14a",NO_EVIDENCE,0,0,0,0,2,7
"OPENJPA-859","9c3a7117a83a2e0035cb7d73a14aa42663187a4b",EVIDENCE,3,1,3,14,0,0
"OPENJPA-859","f7568decb957ebcf656c977fcdac4f85914962ce",NO_EVIDENCE,0,0,0,0,1,13
