IssueKey,FixCommitId,Status,EvidenceRows,FixedFiles,BugIntroducingCommits,BlamedLines,SameIssueFixRowsSkipped,SameIssueFixBlamedLinesSkipped
"OPENJPA-1903","ccc81f0ab872b8f78106e8ba1f8d95453be7c8da",EVIDENCE,2,1,2,15,0,0
"OPENJPA-1904","20c1d07a3816342f09f4103bacb730d3d86a43c2",EVIDENCE,4,4,2,8,0,0
"OPENJPA-1905","3de119f57a62ecdb6886cde2476232f7f12d4f86",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1910","c8b5c8350e2d8d7dbee3e338f9ec8f4966c5f68d",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1911","c39cd993fa0927b1efffa286f324959258fa79ae",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1912","891ccc625c6126e7d2b9a50be5d468927151b74b",EVIDENCE,1,1,1,8,0,0
"OPENJPA-1918","06c3ec64586a862f056b8dd951db890dcba2a582",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1923","28a0c0da8639543ae859bcf53c576cbaa21f2d72",EVIDENCE,1,1,1,4,0,0
"OPENJPA-1928","7eb317e488993e2f6e0acdd7843abb4833181b2e",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1935","d1ec54c6914e92f02817fdeb290a860bc908fc0b",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1938","24f976d6198378c4d9fc5ba3af74b52d778f83d8",EVIDENCE,3,1,3,6,0,0
"OPENJPA-1939","b44614d94b13f90d879aff00d0c8bd62f368529f",EVIDENCE,2,1,2,2,0,0
"OPENJPA-1940","61f686a3002312033366aa05ea171113b666395d",EVIDENCE,2,1,2,7,0,0
"OPENJPA-1943","0c37fc6e5744a8d84d9d343ac29323844f682b6e",EVIDENCE,8,3,7,26,0,0
"OPENJPA-1944","2cfb4f62322444507f19bb79477fa5c85a2e78c3",EVIDENCE,2,2,2,2,1,8
"OPENJPA-1944","c54b8ca82374c9b0626a2d28c0610ecb9b77496d",EVIDENCE,2,1,2,2,0,0
"OPENJPA-1954","887f8977ed6deb68f835fbd02cbb3747fd03aad2",EVIDENCE,2,2,2,4,0,0
"OPENJPA-1957","2dbbe70692adfb38d05ce040768db02ff65fbc16",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1958","c87edf80497062d096d5441effb7a1164e673675",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1959","d3d944ccd28095b9fbaa6368979b5a064fc9e744",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1960","9b5fa5152acd4cd77520b36e06bdfb58d8f3cf64",EVIDENCE,2,1,2,2,0,0
"OPENJPA-1968","f10e349f7c356291d32173541c3936e0253243b8",EVIDENCE,4,1,4,10,0,0
"OPENJPA-1969","fd197214a922428f79f9b512e9fc4c144d0724f8",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1974","2d232cf4c0f6aaa33dc911610ee098cab0320dbb",EVIDENCE,3,1,3,9,0,0
"OPENJPA-1975","985a59afbdfcc7ce59b712f807e5751407483d80",EVIDENCE,5,2,5,21,0,0
"OPENJPA-1979","5c1421cf09d4628064510e6b29c485a749b5f574",EVIDENCE,4,2,2,10,0,0
"OPENJPA-1981","d5e20c4a115bf69a48adb29e7791f56f82993579",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1983","354eb3078e363ab26da64fbea06bd24d5a1af8de",EVIDENCE,2,1,2,11,0,0
"OPENJPA-1984","9ea0354f1bfdf56f0f6a052406edaefebe5fb3b8",EVIDENCE,2,2,2,2,0,0
"OPENJPA-1985","69fd9dbad901302a1e4ae5d9515068a1fce1bb37",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1986","030ba2a41f99771c230aeec856701928a4768de9",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1986","1b8ce008b291714ce06a217d607d9ad8c8e8d279",EVIDENCE,6,3,6,12,0,0
"OPENJPA-1986","c8c6c9d68c11f7313972891ff9f40708e9dabe2f",EVIDENCE,1,1,1,3,1,1
"OPENJPA-1986","f81908f3ac80c9c89c08c034e05eda20bb7f1b21",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-1987","258cf99784da43b740a5c843cf21d39dec7aa093",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1987","b6ddcab3831b5d78f3781f33f8d9864f88849d3c",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1988","4540f822162023a2bed7d816cd8c0f66d3ab75c7",EVIDENCE,3,3,1,5,0,0
"OPENJPA-1989","862e818e5058f5e898374b1e49fc8e27287b2bc0",EVIDENCE,8,2,8,23,1,6
"OPENJPA-1989","d450910b0a1fb73ab73067d20500be53f3c4323c",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1992","26aa776627e84f62767d689f3f71941a51687602",EVIDENCE,2,2,2,3,0,0
"OPENJPA-1993","6fc7d55a09c87112d2ade2f451c0c11947f9fab0",EVIDENCE,4,1,4,28,0,0
"OPENJPA-1993","8107dfbfa080dafb2dc0fcb06c5096d237334b0f",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1993","e400abcef5f9368e384f056c4ff41efcff7cf303",NO_EVIDENCE,0,0,0,0,1,8
"OPENJPA-1994","849a77b5d3c2eb5281e9d5f0ec24b715e68fc507",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1995","1148ba809d4756b67703fffb6234605cd287b50d",EVIDENCE,1,1,1,8,0,0
"OPENJPA-200","74683912e3c0de85f4c003e132af6a50a42511ba",EVIDENCE,3,1,3,7,0,0
"OPENJPA-200","f875a5e98bde4e707ceb37d7df0bcc656b7e8a8b",EVIDENCE,6,3,5,10,0,0
"OPENJPA-2000","eb4e83fa27f461c8e919bd13dc168401b7ee7400",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2005","dcf90c68eb5796aba5299aaee498953fa4340fec",EVIDENCE,1,1,1,8,0,0
"OPENJPA-2006","81c46c503f5efccc4b3724c2c0ea2a19eb93db4a",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2007","7b0d1140ac54eb910fa00adf7b2e483a336df41d",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2008","27e0e704adafd18b6056e6f1b886b202d7e36e69",NO_EVIDENCE,0,0,0,0,1,293
"OPENJPA-2008","41f09d9226c005a127e20be7609322ffd77584aa",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2010","0bcded74e124d14ddd505823ac0ad479b90ac8fb",EVIDENCE,13,7,8,38,0,0
"OPENJPA-2011","8ef3f3db35c2d6464ee28721690ff0b6f5ba55e8",EVIDENCE,2,1,2,2,0,0
"OPENJPA-2013","b9e61a892316696551ff6b3c9a31cf119c6156ec",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2018","092e70e0ac381227bcf55974000a48203cecd980",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2018","336f654551d70fcf6a38a9db966c2e324c2b8c9e",NO_EVIDENCE,0,0,0,0,1,7
"OPENJPA-2018","c428609da75df0ca7bc5dfd7727ef6c4ebc99bb6",EVIDENCE,7,3,7,20,0,0
"OPENJPA-202","60a1e54f07a491213603b7881d7ae8615556fd2a",EVIDENCE,1,1,1,87,0,0
"OPENJPA-2022","48eaa1aef123843f822c4210f24d3bc8ca332d91",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2025","ff4dc0c5cece716f812c2e2c36979b3756492bd2",EVIDENCE,5,2,3,7,0,0
"OPENJPA-2027","928aa703cba0e665bee997ba2b05703905bd0890",EVIDENCE,2,2,2,2,0,0
"OPENJPA-203","c5d82a70d54136f47033d934e822f397f28f20d2",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-203","e541936463b4b6be3ab05ded5b2ed224b4692d6b",EVIDENCE,2,2,2,10,0,0
"OPENJPA-2034","9a974626fda5a929d680eafa34d53baebe520774",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2036","4412599698c8223bb71d1eeb455c1307ae0e00a3",EVIDENCE,1,1,1,10,0,0
"OPENJPA-2039","42099529a25c8a49622f332a7db208af9352e327",EVIDENCE,5,1,5,15,0,0
"OPENJPA-2039","e03262481396bc5246ef21e50234a84cd2085764",EVIDENCE,2,2,2,3,1,5
"OPENJPA-2039","ea499a8ed6331f519ec492dfab5618e7e7155dc4",NO_EVIDENCE,0,0,0,0,2,8
"OPENJPA-2044","c7c8eb2fc12418914e432b1744f4c5fded54b157",EVIDENCE,3,2,3,10,0,0
"OPENJPA-2045","2c80991f6a86405811dd5a02eb8032bf67dfbcda",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2051","c8a84fd37d9077bed999d104751face7d39a01bb",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2053","236f409a91ba4423f6ea27045009f29877469c9d",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2055","e07b3ce3cf63fff17b06c6a6289a52ae40d0f62e",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2056","b5859a740b3d3245654841a9c2b9d142e1d2457a",EVIDENCE,2,1,2,4,0,0
"OPENJPA-2060","16c76a0870c24d4a61a1dd191f17a155504accbb",EVIDENCE,2,1,2,2,0,0
"OPENJPA-2065","8d21608618f0a8c626cb1beaccfd17d2a416cef0",EVIDENCE,2,1,2,5,0,0
"OPENJPA-2066","201701459ab6a3fa8fd715700855f11e756436cf",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2067","e6a8d377bce1c2b4ecbb349c8be7c836ea78af56",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2069","5fafa802aa71b6f07aa99570c9ba4e73245e937c",EVIDENCE,5,2,5,21,0,0
"OPENJPA-2069","b66ea198aee33e0ee432d9b5c53c58e71b58b3a1",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-207","4c0bf1be10ca50cf8a02fb2e7c58ff52f862ca5f",EVIDENCE,3,2,2,4,0,0
"OPENJPA-2070","db9849db29a9f79d97884a2d6fae2dd0f9f23db1",EVIDENCE,4,1,4,41,0,0
"OPENJPA-2071","d64a3e5fdbc286694ad644ab0dfc460307cd1159",EVIDENCE,1,1,1,6,0,0
"OPENJPA-2072","5fb9e7172681211588a526257d8c5a1bb5111530",EVIDENCE,3,1,3,4,0,0
"OPENJPA-2073","f70dd22afb4b2da8b4d731ca41b96222cc4f4d59",EVIDENCE,1,1,1,18,0,0
"OPENJPA-208","0806fd5b4409f45f86af4c92a648feaee3990b6d",EVIDENCE,2,1,2,2,1,18
"OPENJPA-208","af2550bb054bc9ec79aa02d9fa1953765b930da0",EVIDENCE,2,1,2,6,0,0
"OPENJPA-2083","6369c744bdbb4c72fca8ec0c276dffcd6be9e752",EVIDENCE,1,1,1,3,0,0
"OPENJPA-209","f1ac625b2c931ee1cb99e4eb98fdcbd8d523b781",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2094","1a383857ff1c9c3e8de4f61cc1fda4ff6494d534",EVIDENCE,3,1,3,6,0,0
"OPENJPA-2094","b2af30891db8bbfd85f1fff67d21efccdba943eb",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-2095","5fb9e7172681211588a526257d8c5a1bb5111530",EVIDENCE,3,1,3,4,0,0
"OPENJPA-2095","e6129051c263992fde38687ada21a4b41336b431",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2100","9f4fba24dab254fb43d00ac65a3b2896d3ed9e61",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2102","59d0a5262bcd64b577cbdf815e530a3fdc67dac7",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2104","afef47f79856793909ee28256f14351eb3409588",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2107","d354f7cf847d7f346bdc9bd98da690c21277eb0e",EVIDENCE,1,1,1,4,0,0
"OPENJPA-2110","b7bd2c873dd8bf84fb94ced1528e4c09ebc46249",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2117","11dc47c80ab3883b2da6eabd38d3af6130239fc7",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2117","ad41647b999b239e7e7add88210ca20b1e0f6bf1",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-2118","11cd0d5fd417abc6fff78bc52b124968cebab4f3",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2119","824753b36cbdb20539f28959a7b2d399475d0350",EVIDENCE,2,1,2,12,0,0
"OPENJPA-2119","98859e2006bcbbe02723438788886abeb3bf0fd9",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-2122","91eb9d4792818cf0aa0ffe43c0972bc74cd5739b",EVIDENCE,3,2,2,3,0,0
"OPENJPA-2123","1cb2f10f6ebac68a64c8b46ffce5691c33c8462f",EVIDENCE,2,1,2,2,0,0
"OPENJPA-2123","cecd73b6ee1060d4d869349e527bb392d2599bf9",EVIDENCE,7,1,7,30,0,0
"OPENJPA-2123","fdda697583d18c53e83ddd2d82fda4acbddeb58d",EVIDENCE,2,1,2,4,0,0
"OPENJPA-2124","f9cf3b7919546dda9bcf62c140022b8fbca831fc",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2131","06742412b3b8caae014f9044afdccddd445dd254",EVIDENCE,4,2,3,11,0,0
"OPENJPA-2132","f94fb7f727fa9f4773ef682ea87ee6bb74af9256",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2133","8c8e250f402125bcf6a05ef696e33db5417371dd",EVIDENCE,1,1,1,4,0,0
"OPENJPA-2136","6599b7b403fecc75ec7b3fb2bfd0b51bcfa6cdb8",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-214","3885031a892f077661112ee0654a59970ac76191",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2142","c275da64abe546a9af2c28bb6245cb8a95754e96",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2146","8971fda1aaf23b1057b1fe20fab940411bd432c3",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2149","9e9b0a7ae3ea25e999bbaa7bf4f16afa0147404b",EVIDENCE,3,3,3,10,0,0
"OPENJPA-2153","b68cf1d0fbebcc08561fbdd4d32d4d11ae6f0c73",EVIDENCE,5,2,4,7,0,0
"OPENJPA-2156","1d71976c8f38a7f56efcb70267a5249337a77981",EVIDENCE,1,1,1,5,0,0
"OPENJPA-2156","7063dd52967a0c8532624e4e0ae849a0be39b81f",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2158","1925881f5d7a48764db727f30a947623c823df36",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2161","3d04bdd463e3e85a02d0c7be1acfd72a1ce17f03",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2161","432499a3a69acdd985b321fd9ef3101430fa7b54",EVIDENCE,1,1,1,1,1,12
"OPENJPA-2161","b2cc17c13581839173dae4986ba1005bedf6f454",EVIDENCE,4,1,4,10,0,0
"OPENJPA-2163","284b6e5ceda27eb678399930bc49e028e2e2a39b",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2163","42372cf6094fa8e32ad9dd31d1bc79a839f45ba4",EVIDENCE,2,2,2,4,2,53
"OPENJPA-2163","f506835fa810c177c8c93a7d0ef24d05570b21fe",EVIDENCE,3,1,3,4,0,0
"OPENJPA-2170","3bfaadf1c10169e7ca7fbc23719b044b6a64d1a2",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2174","ebe06fdf352a63c3152874b3efdc4960108cf3b5",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2178","aac116c904fb66ab33c8e7d72630cd3ad549bb49",EVIDENCE,1,1,1,1,0,0
"OPENJPA-218","19371ce1747cfbec0f6ab22241e28304d27d59c2",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2182","d48f439bc87907703e3bb36073d50dd2f772d236",EVIDENCE,4,2,4,11,0,0
"OPENJPA-2187","ae9e05b9c7c742f7f5640f5f9fbfa090b9e6b0ba",EVIDENCE,1,1,1,3,0,0
"OPENJPA-219","0e7feca04a29f354abc476d55252bab968a87f3f",EVIDENCE,7,3,5,49,0,0
"OPENJPA-2191","32d2a850110157fb9e29e38ea1a957d1747e3852",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2196","654f835222f35902c73fab791b5bccc8e6289e14",EVIDENCE,3,2,3,4,0,0
"OPENJPA-2197","61b023c7842ba0cdde6305f1be742f773d0f3b84",EVIDENCE,1,1,1,8,0,0
"OPENJPA-2199","901c70e1d6a726c769fc08d80422126591b0f9ad",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2199","f30d74802dfec7a0148ca0e98993a2d7495f1085",EVIDENCE,2,1,2,5,0,0
"OPENJPA-22","d35bc8a306444ed25e7322d023e46c4a1d64e60a",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2204","dde88d592c553549c51e88a30bd952a87f0c6c7d",EVIDENCE,1,1,1,1,0,0
"OPENJPA-222","0df6a69703ffbbdbc2cdc715d09c6969d69bf7a7",EVIDENCE,4,1,4,9,0,0
"OPENJPA-222","0f66458d4c1f410e9c71aa7ccac54c7427f27f8d",EVIDENCE,2,1,2,14,0,0
"OPENJPA-222","129360ace992869aefdde406527456c51a550686",EVIDENCE,2,1,2,15,0,0
"OPENJPA-222","30f204251018ca448a4e66c7b3d000fa67c69d85",EVIDENCE,2,1,2,7,0,0
"OPENJPA-2221","35c91eef22c711ca193954104be9ce3ba2065f39",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2227","5c05a69ce6f371616dfb049fc1c996260b10a394",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2228","4b04ef53cfa5769f9a32cd90808f17a5bb06a1f0",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2229","a42c9c280a2834dae7e70b4c3f06e4d7ccd644d0",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2229","a55000a4be3385fa71d556a5a53e84a0638b6d8c",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2230","5eb13dbde9782affaa41e954e72decef8f3748ca",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2233","9ce4d50169cdb45788e3ce67c5118c4a86ff7776",EVIDENCE,2,1,2,6,0,0
"OPENJPA-2234","94969374f623a82a8d659b763b2c987d2b1c3d79",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2235","bded0a42b6a490a6cc80bc69a221f7ba7cd1b877",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2236","0506e9f0b5005087032543c3f908e7b2d07af8e4",EVIDENCE,1,1,1,4,0,0
"OPENJPA-2238","5afd4e851bb1fe56de5b1b546abecd799d036ad7",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2244","9fa9ef4fe825bf29c480303c169413ab997e5707",EVIDENCE,11,5,8,34,0,0
"OPENJPA-2245","bcda87c67b6e35d3236e04c0bc699da6f6d5022f",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2247","a06d373573b5e12ba309ef9e6137ee4e759eae5e",EVIDENCE,3,1,3,4,0,0
"OPENJPA-2253","556d796ed38799a7c99d550ba4d79d26a5933abc",EVIDENCE,3,2,3,6,0,0
"OPENJPA-2253","ae3441b049f60168e8abec0ef5988c0ba6265df7",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2255","bc29ef104d0494a08c348a58141760a51f18f534",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2257","512520f7fb764b406aa3fc3dd298dbf63ec7eb58",EVIDENCE,3,1,3,11,0,0
"OPENJPA-2257","a2b07b18b43003f4c4cdd1872022a57c7e0fe26a",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2260","ef2065122aec54bdee276b4e7f3777c94748826e",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2261","e9a6d6681d59750c438ddf384e23b8f28d971085",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2267","fd4ca960502967429a242bbdbb51abd778346899",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2269","e424097b564273b807f0637056ea244c40a125c3",EVIDENCE,1,1,1,6,0,0
"OPENJPA-228","f7770883a4e9f8f002dd2d99287903be577b2dd4",EVIDENCE,3,2,2,7,0,0
"OPENJPA-2282","af3df6bd117efa2384f81a79728a1906da766c78",EVIDENCE,2,2,2,2,0,0
"OPENJPA-2284","88cc847a1cd2d4fb4f91b88b4de5a91c4b39228e",EVIDENCE,1,1,1,4,0,0
"OPENJPA-2286","833031ba61e2d15611f23baa9294035aa95ac9f9",EVIDENCE,1,1,1,4,0,0
"OPENJPA-2287","950ae7ab766ab8121fd808374929c43a107bd30d",EVIDENCE,3,3,1,11,0,0
"OPENJPA-2288","89b44bbf6c6a3f6554b5ac7338ae841c96e17de7",EVIDENCE,2,1,2,3,0,0
"OPENJPA-2289","2d5ab5c862737cf13c6a77bee4924dd959e8b941",EVIDENCE,1,1,1,1,0,0
"OPENJPA-229","b2beaec63446c937b69de2e73d2b7acda96b1549",EVIDENCE,2,2,1,8,0,0
"OPENJPA-2298","7d897d94ce41035bd8b8d1dca47d6bebd4243e0b",EVIDENCE,1,1,1,3,0,0
"OPENJPA-230","15b0b59f25f755a96a6fdebf9d94a61e208ecbde",EVIDENCE,2,1,2,33,0,0
"OPENJPA-230","add6a29be4017c1cf670034811ab5942f756ce94",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-2300","5faf53c036cf406fc804fa8949f4d8a919dfe813",EVIDENCE,2,1,2,5,0,0
"OPENJPA-2304","f17a08fee4571887c380e92af6fb8dd0b494560d",EVIDENCE,2,1,2,2,0,0
"OPENJPA-231","753be68e244bc14ec66807ba6457d1fa2211d9c6",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2318","1896a2850ca9721c5c00f76cfedceb7441df5651",EVIDENCE,2,1,2,5,0,0
"OPENJPA-2320","0ca38be72735a1b9340a519f46f9d969b6c4bf5d",EVIDENCE,6,2,5,15,0,0
"OPENJPA-2321","5b21125f5ee4b57cb8285e874e3c9724bd6e2c4c",EVIDENCE,1,1,1,8,0,0
"OPENJPA-2325","01cae73832fd7b86848fe017e990b96ca63e25af",EVIDENCE,3,1,3,15,0,0
"OPENJPA-2326","2facc841546b58815bf31a35b02cf597d3844693",EVIDENCE,1,1,1,5,0,0
"OPENJPA-2328","fd5cc0436cfdf426304a07cf950609094b46d8f4",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2330","5632d5ab0abf661ba00e903ef740efc459c6a8fb",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2335","7ce7e556207f545a7bd688d4d8491a3021fa3aac",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2335","d13ffa5eb3ed13448f442fa7cdc293fe56ad8ae2",EVIDENCE,5,1,5,19,1,2
"OPENJPA-2336","4fbf3fc1f0a0431d29765d041e74756f319bc3fe",EVIDENCE,1,1,1,4,0,0
"OPENJPA-2341","f6ba63def5596bfe9ef9e7fb3fe84e230afeb84d",EVIDENCE,1,1,1,10,0,0
"OPENJPA-2343","bb743b5f156b08aa750305b9e1a94369f90b1a0f",EVIDENCE,5,3,4,8,0,0
"OPENJPA-2355","e966f0f51c8c00bbaddbae9398e2952643e9af09",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2357","c9fa4b9bda45d0cb50274c8075a780b98b5951d4",EVIDENCE,2,1,2,4,0,0
"OPENJPA-2369","8b75df3c9bf992d5b93cb2c5f0e81470860eaa1f",EVIDENCE,1,1,1,3,0,0
"OPENJPA-237","e041fe0d4de6baebefcbc34a3ff1962212535b5b",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2374","5ce1ec400e2e3d47b999ebe1347b985bdff34cd2",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2377","937aad666bcf696fdd5e47c281b09e527f721881",EVIDENCE,4,2,3,14,0,0
"OPENJPA-2390","123e28821e0f7a9850ae1d08b3934502b5030429",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2391","c7b4e05b1e98796917b2a67ca87f582a292d13c8",EVIDENCE,1,1,1,2,0,0
"OPENJPA-24","c8ca563046840fc285b8f8d3b626882d69b1cd42",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2400","1b1b60c9a7d63268dc26c1ff5dc601a352cee1c9",EVIDENCE,3,1,3,5,0,0
"OPENJPA-2400","92c4369aa18417e448ac980c0cd5de83a2b4831f",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-2405","e406bda450a1f3b78836153a5a34882c823101b1",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2409","67082453b32d1bc11309f3c45ae1ce1bb2f8e281",EVIDENCE,4,4,1,9,0,0
"OPENJPA-241","8cfa25c524d914ce02eef0df7435c8199931ff32",EVIDENCE,3,2,3,3,0,0
"OPENJPA-241","98802147f761d93873462aa6aa0038a8926ec421",NO_EVIDENCE,0,0,0,0,1,9
"OPENJPA-2414","c8e3d5dcbb664ae8f9c5a87392fc1e6204e55238",EVIDENCE,1,1,1,1,2,6
"OPENJPA-2414","ee6f4acc3ff9ac43ea4e98579b478e55767aef24",EVIDENCE,3,1,3,8,0,0
"OPENJPA-2421","2841d18dda10cd57ffbff878980d15cc869fed2c",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2423","7a9815a15f13a9ea818d086fa94842a3fa3b1f95",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2423","bcf46e516c7aab1b7a1412340c09d01101b96fd3",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-2425","3b94663fe235c7254789519a3c7647a545037b98",EVIDENCE,3,1,3,7,0,0
"OPENJPA-2432","a3fccb40e3f0e3708932f13e99fc52596eac592e",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2435","83dab92168a533f757bcce390661a09a595b94a2",EVIDENCE,3,1,3,5,0,0
"OPENJPA-2437","f4b2428008de297a7f993f48e1a6c98761c078f3",EVIDENCE,1,1,1,2,0,0
"OPENJPA-244","0c517d163e355f85ca40673db15a991693bc2d4a",EVIDENCE,124,83,43,350,0,0
"OPENJPA-244","5c9642d5f47c319d2279382c60141ebcb65cd3b0",EVIDENCE,35,27,17,76,11,17
"OPENJPA-244","8b5a7f68a0016e7d5b5ac9a1c913794dccdcecd7",EVIDENCE,26,22,23,246,75,315
"OPENJPA-2440","a76249e143c9d2e73e566540fc3668c8ae8a4302",EVIDENCE,3,1,3,8,0,0
"OPENJPA-2441","6d8a46e82540d035d4ba53a7760cc7edca2391af",EVIDENCE,5,5,3,34,0,0
"OPENJPA-2442","b3d7fe8829df05bf836b207ca62856c6e6e8fa82",EVIDENCE,3,2,2,6,0,0
"OPENJPA-2443","1f383374815acfaa6a2878eb3e1e55790383aab1",EVIDENCE,3,1,3,8,0,0
"OPENJPA-2443","d8395bdc5642ebfb7c44dee46993b54a8146d796",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-2444","4551bbc69664833548429cd05beeca38d9f80e67",EVIDENCE,1,1,1,1,0,0
"OPENJPA-245","2a612c105315ff1b994a868505a65523e19690b0",NO_EVIDENCE,0,0,0,0,1,31
"OPENJPA-245","4d9a6759db880b67adf9cd233528da021524dc99",EVIDENCE,2,2,2,2,0,0
"OPENJPA-245","b589da8070870f1ed50f8c50c715962323220ed6",EVIDENCE,2,1,2,41,2,8
"OPENJPA-2463","d0a311efe0e6a5318f5755db8c3bea460f6a3f00",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2467","0527c4570d0bdf444350fb12262b738ee6f61b2e",EVIDENCE,3,3,2,8,0,0
"OPENJPA-2470","bf646350eac65b7ccd9e68031c8e5bc228f5a121",EVIDENCE,2,1,2,2,0,0
"OPENJPA-2472","731649a2c91d5bdfcc572c7e2c43e5ae6c3458dd",EVIDENCE,2,1,2,7,0,0
"OPENJPA-2475","873daf3531ba9384b2500e26a3ac482b77cae38f",EVIDENCE,2,1,2,9,0,0
"OPENJPA-2476","3f33d76a34d24dee9cc16e68c1d12441ca5631c8",EVIDENCE,3,2,3,17,0,0
